evento_id,evento,evento_exemplo,tipo_evento,local,n_artigos,n_classificados,score_medio,media_sentimento,muito_negativo,negativo,neutro,positivo,muito_positivo,n/a,n_positivas,n_negativas,n_muito_positivas,n_muito_negativas,share_positivo,share_negativo,share_muito_positivo,share_muito_negativo,peso_positivo,peso_negativo,titulos_exemplo
auditorias-irregularidades-seguranca-presente-2026,auditorias-irregularidades-seguranca-presente-2026,Auditorias revelam irregularidades no Segurança Presente,denuncia/irregularidade,Rio de Janeiro,3,3,-2.0,-2.0,3,0,0,0,0,0,0,3,0,3,0.0,1.0,0.0,1.0,0,6,"Segurança presente: de escala fantasma a fraudes no cumprimento de metas, os primeiros resultados das auditorias | Auditorias apontam escalas fantasmas e metas fraudadas no Segurança Presente"
100-policiais-baleados-grande-rio-2025,100-policiais-baleados-grande-rio-2025,100 policiais baleados na Grande Rio em 2025,violencia/crime,Grande Rio,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,"Grande Rio tem 100 policiais baleados em 2025, diz Fogo Cruzado"
abordagem-truculenta-policiais-seguranca-presente-2023,abordagem-truculenta-policiais-seguranca-presente-2023,Abordagem truculenta de policial militar a mulher com crianças no Centro do Rio,denuncia/irregularidade,Centro do Rio de Janeiro,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,RJ: policial militar é flagrado quase enforcando mulher que vendia balas na rua com duas crianças
agente-bope-baleado-seguranca-presente-duque-caxias-2025,agente-bope-baleado-seguranca-presente-duque-caxias-2025,Agente do Bope baleado por colega do Segurança Presente em Duque de Caxias,violencia/crime,Duque de Caxias,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Agente do Bope baleado por colega de farda está em estado grave
anulacao-nomeacao-servidor-corrupto-pm-2026,anulacao-nomeacao-servidor-corrupto-pm-2026,Anulação da nomeação de servidor acusado de corrupção na PM,gestao/administracao,Rio de Janeiro,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Casa Civil do Estado recua e anula nomeação de servidor acusado de desviar verba do Fundo de Saúde da PM
apreensao-planilha-cargos-governo-rj-2026,apreensao-planilha-cargos-governo-rj-2026,Apreensão de planilha sobre divisão de cargos no governo do RJ,denuncia/irregularidade,Rio de Janeiro,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,PF cita planilha ligada a Rodrigo Bacellar que detalha divisão de cargos no governo do RJ
assalto-turistas-pedra-do-arpoador-2022,assalto-turistas-pedra-do-arpoador-2022,Assalto a turistas na Pedra do Arpoador,violencia/crime,"Pedra do Arpoador, Rio de Janeiro",1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Roberto Motta: Terra da Impunidade
assassinato-gabriel-mongenot-copacabana-2023,assassinato-gabriel-mongenot-copacabana-2023,Assassinato de Gabriel Mongenot em Copacabana,violencia/crime,"Copacabana, Rio de Janeiro",1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Um dos bandidos que participou do assalto e assassinato de Gabriel Mongenot passou por 56 abordagens polciais
auditoria-uso-irregular-cpf-governo-rio-2025,auditoria-uso-irregular-cpf-governo-rio-2025,Investigação sobre uso irregular de CPFs pelo governo do Rio,denuncia/irregularidade,Rio de Janeiro,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Auditoria do Ministério da Justiça identifica uso irregular de quase 70 milhões de CPFs pelo governo do Rio
condenacao-ex-agente-seguranca-presente-tentativa-feminicidio-niteroi-2023,condenacao-ex-agente-seguranca-presente-tentativa-feminicidio-niteroi-2023,Condenação de ex-agente do Segurança Presente por tentativa de feminicídio em Niterói,denuncia/irregularidade,Niterói,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Ex-agente do Segurança Presente é condenado por tentativa de feminicídio em Niterói
critica-gestao-seguranca-publica-rio-2023,critica-gestao-seguranca-publica-rio-2023,Crítica à gestão da segurança pública no Rio de Janeiro,outro,Rio de Janeiro,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,"Marques: Governador, Londres não precisa de você. Nós precisamos"
demissao-agentes-seguranca-presente-2023,demissao-agentes-seguranca-presente-2023,Demissão de agentes civis do Segurança Presente por crimes,denuncia/irregularidade,Rio de Janeiro,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,MPRJ descobre que agentes civis do Segurança Presente respondiam por crimes; funcionários foram demitidos
exoneracao-presidente-vice-ceperj-2022,exoneracao-presidente-vice-ceperj-2022,Exoneração do presidente e vice da Ceperj devido a investigação de corrupção,denuncia/irregularidade,Rio de Janeiro,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Presidente e vice da Ceperj pedem exoneração dos seus cargos ao governador do Rio
infiltracao-comando-vermelho-orgaos-publicos-2026,infiltracao-comando-vermelho-orgaos-publicos-2026,Infiltração do Comando Vermelho em órgãos públicos e busca por alianças políticas,denuncia/irregularidade,Rio de Janeiro,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Investigação mostra como o Comando Vermelho entrou em órgãos públicos e mira a política no Rio
megaoperacao-penha-alemao-2025,megaoperacao-penha-alemao-2025,Megaoperação na Penha e no Alemão,operacao policial,"Penha e Alemão, Rio de Janeiro",1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,"Castro diz que operação na Penha e no Alemão ‘higienizou mais de 115 vagabundos’ e defende número de mortos; ‘se pudesse ter sido mais, teria sido’"
morte-ex-agente-seguranca-presente-abolicacao-2026,morte-ex-agente-seguranca-presente-abolicacao-2026,Morte de ex-agente do Segurança Presente na Abolição,violencia/crime,"Abolição, Rio de Janeiro",1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Homem morto a tiros na Abolição já foi agente do Programa Segurança Presente
morte-ex-agente-seguranca-presente-inhauma-2025,morte-ex-agente-seguranca-presente-inhauma-2025,Morte de ex-agente do Segurança Presente em Inhaúma,violencia/crime,"Inhaúma, Zona Norte do Rio",1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Ex-agente do Segurança Presente é morto a tiros na Zona Norte; vídeo
morte-mulher-assalto-perseguicao-policial-duque-de-caxias-2026,morte-mulher-assalto-perseguicao-policial-duque-de-caxias-2026,Morte de mulher durante assalto e perseguição policial em Duque de Caxias,violencia/crime,Duque de Caxias,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Vídeo: Mulher morre baleada durante assalto e perseguição policial em Duque de Caxias
morte-professora-silvania-duque-de-caxias-2026,morte-professora-silvania-duque-de-caxias-2026,Morte da professora Silvânia da Silva Guimarães em tiroteio durante assalto,violencia/crime,"Duque de Caxias, Baixada Fluminense",1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Professora morta em tiroteio na Baixada é enterrada sob comoção
morte-sargento-bruno-dantas-duque-de-caxias-2026,morte-sargento-bruno-dantas-duque-de-caxias-2026,Morte do sargento Bruno Dantas em Duque de Caxias durante assalto,violencia/crime,Duque de Caxias,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Sargento da PM de folga morre baleado ao reagir a assalto em Duque de Caxias
morte-subtenente-george-damiany-santanna-carvalho-iraja-2024,morte-subtenente-george-damiany-santanna-carvalho-iraja-2024,Morte do subtenente George Damiany San’tanna Carvalho em Irajá,violencia/crime,"Irajá, Rio de Janeiro",1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Rio teve mais de 47 mil atendimentos a vítimas de trânsito em 2025
nomeacao-orson-welles-casa-civil-2026,nomeacao-orson-welles-casa-civil-2026,Nomeação de Orson Welles da Cruz para a Casa Civil,gestao/administracao,Rio de Janeiro,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,"Governo do estado do Rio nomeia, para Casa Civil, servidor acusado de desviar verba do Fundo de Saúde da PM e cobrar propinas da Lei Seca"
policial-bope-baleado-agente-seguranca-presente-duque-caxias-2025,policial-bope-baleado-agente-seguranca-presente-duque-caxias-2025,Policial do Bope baleado por agente do Segurança Presente em Duque de Caxias,violencia/crime,Duque de Caxias,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,PM do Bope é baleado por agente do Segurança Presente em Duque de Caxias
registro-centesimo-policial-baleado-rio-2020,registro-centesimo-policial-baleado-rio-2020,Registro do centésimo policial baleado no Rio de Janeiro em 2020,violencia/crime,Rio de Janeiro,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Rio registra centésimo policial baleado este ano
registro-criancas-baleadas-rio-2024,registro-criancas-baleadas-rio-2024,Registro de crianças baleadas no Rio de Janeiro em 2024,violencia/crime,Rio de Janeiro,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,"Violência armada: Rio registra 23 crianças baleadas em 2024, três delas não resistiram"
representacao-mp-agressao-estudantes-zona-sul-2026,representacao-mp-agressao-estudantes-zona-sul-2026,Representação no MP contra policial que agrediu estudantes na Zona Sul,denuncia/irregularidade,"Largo do Machado, Zona Sul do Rio de Janeiro",1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Deputada faz representação no MP contra policial que agrediu estudantes em escola na Zona Sul
suspensao-sistema-cortex-uso-irregular-rio-2025,suspensao-sistema-cortex-uso-irregular-rio-2025,Suspensão do sistema Córtex devido a uso irregular de dados no Rio de Janeiro,denuncia/irregularidade,Rio de Janeiro,1,1,-2.0,-2.0,1,0,0,0,0,0,0,1,0,1,0.0,1.0,0.0,1.0,0,2,Ministério da Justiça vai suspender temporariamente sistema federal que monitorou irregularmente 70 milhões de CPFs no Rio
desaparecimento-jose-carlos-simonin-copacabana-2026,desaparecimento-jose-carlos-simonin-copacabana-2026,Desaparecimento de José Carlos Simonin em Copacabana,outro,Copacabana,3,3,-1.3333,-1.3333,1,2,0,0,0,0,0,3,0,1,0.0,1.0,0.0,0.3333,0,4,"Pai de acusado de estupro coletivo em Copacabana, José Carlos Simonin está desaparecido, diz família | 'Meu marido sumiu': Ex-subsecretário e pai de acusado em estupro coletivo em Copacabana é dado como desaparecido pela família"
expansao-seguranca-presente-indicacoes-politicas-2026,expansao-seguranca-presente-indicacoes-politicas-2026,Expansão do programa Segurança Presente associada a indicações políticas,gestao/administracao,Rio de Janeiro,2,2,-1.0,-1.0,0,2,0,0,0,0,0,2,0,0,0.0,1.0,0.0,0.0,0,2,Documentos internos apontam que expansão do programa Segurança Presente ocorria por indicação de políticos | Relatório do governo mostra que expansão do Segurança Presente foi guiada por indicação de deputados do PL - CBN
mudanca-coordenacao-seguranca-presente-2026,mudanca-coordenacao-seguranca-presente-2026,Mudança na coordenação do Segurança Presente,gestao/administracao,Rio de Janeiro,2,2,-1.0,-1.0,0,2,0,0,0,0,0,2,0,0,0.0,1.0,0.0,0.0,0,2,Eduardo Paes capitaliza medidas de Ricardo Couto enquanto Cláudio Castro critica
acao-seguranca-presente-tijuca-2023,acao-seguranca-presente-tijuca-2023,Ação do Segurança Presente na Tijuca para retirada de usuários de drogas,operacao policial,"Tijuca, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Casa na Tijuca é palco de sexo explícito e consumo de drogas
acidente-toni-garrido-policial-lapa-2026,acidente-toni-garrido-policial-lapa-2026,Acidente envolvendo Toni Garrido e policial do Segurança Presente na Lapa,violencia/crime,"Lapa, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Acidente com Toni Garrido deixa policial ferido na Lapa e caso vai parar na delegacia
acidente-toni-garrido-seguranca-presente-lapa-2026,acidente-toni-garrido-seguranca-presente-lapa-2026,Acidente envolvendo Toni Garrido e agente do Segurança Presente na Lapa,violencia/crime,"Lapa, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Toni Garrido se envolve em acidente na Lapa e policial fica ferido
agentes-seguranca-presente-dormindo-viatura-2026,agentes-seguranca-presente-dormindo-viatura-2026,Agentes do Segurança Presente flagrados dormindo em viatura,denuncia/irregularidade,Central do Brasil,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Soninho bom: agentes do Segurança Presente são flagrados dormindo em viatura
agentes-seguranca-presente-dormindo-viatura-central-do-brasil-2026,agentes-seguranca-presente-dormindo-viatura-central-do-brasil-2026,Agentes do Segurança Presente flagrados dormindo em viatura na Central do Brasil,denuncia/irregularidade,Centro do Rio,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Agentes do Segurança Presente são flagrados dormindo em Viatura no Centro do Rio
agressao-cliente-funcionaria-spa-niteroi-2026,agressao-cliente-funcionaria-spa-niteroi-2026,Agressão de cliente a funcionária de spa em Niterói,violencia/crime,Niterói,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Cliente agride funcionária de spa com lápis de sobrancelha em Niterói
ameaca-paralisacao-seguranca-presente-2024,ameaca-paralisacao-seguranca-presente-2024,Ameaça de paralisação dos agentes do Segurança Presente devido a atraso de salários pela Uerj,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Uerj atrasa salários e agentes civis do Segurança Presente ameaçam parar
ameaca-retirada-pms-brt-seguro-2025,ameaca-retirada-pms-brt-seguro-2025,Ameaça de retirada de PMs do BRT Seguro por Cláudio Castro,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Cláudio Castro ameaça retirar PMs do BRT Seguro caso Paes não invista na Guarda Municipal
ameaca-retirada-pms-programa-brt-seguro-2025,ameaca-retirada-pms-programa-brt-seguro-2025,Ameaça de retirada de PMs do programa BRT Seguro,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Cláudio Castro ameaça tirar PMs do programa BRT Seguro de Paes
analise-gestao-claudio-castro-seguranca-2023,analise-gestao-claudio-castro-seguranca-2023,Análise da gestão de Cláudio Castro e suas implicações na segurança pública,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Quintino: Governo Claudio Castro – Eu Vejo o Futuro Repetir o Passado
apreensao-menores-furtos-zona-norte-rio-2025,apreensao-menores-furtos-zona-norte-rio-2025,Apreensão de menores praticando furtos na Zona Norte do Rio,prisao/apreensao,Zona Norte do Rio,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Vídeo: Blindado da Polícia Civil arranca para-choque de viatura durante operação na Maré
assalto-refem-lanchonete-tijuca-2020,assalto-refem-lanchonete-tijuca-2020,Assalto com refém em lanchonete na Tijuca,violencia/crime,"Tijuca, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Bandido faz funcionária refém em lanchonete na Tijuca
assaltos-e-tiroteio-flamengo-2024,assaltos-e-tiroteio-flamengo-2024,Assaltos e tiroteio no Flamengo,violencia/crime,Flamengo,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Noite de assaltos e tiroteio no Flamengo
assassinato-anderson-cunha-bangu-shopping-2025,assassinato-anderson-cunha-bangu-shopping-2025,Assassinato de Anderson da Cunha Figueiredo no Bangu Shopping,violencia/crime,"Bangu Shopping, Zona Oeste, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,O que se sabe sobre o assassinato no estacionamento do Bangu Shopping
ataque-tiros-deputado-max-lemos-duque-caxias-2026,ataque-tiros-deputado-max-lemos-duque-caxias-2026,Ataque a tiros contra o deputado Max Lemos em Duque de Caxias,violencia/crime,Duque de Caxias,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Deputado Max Lemos é alvo de ataque a tiros em Duque de Caxias
audiencia-alerj-saude-mental-pm-2025,audiencia-alerj-saude-mental-pm-2025,Audiência na Alerj sobre saúde mental e reestruturação da PM,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Secretário da PM diz que 5% dos policiais sofrem com problemas psicológicos
auditoria-novos-polos-seguranca-presente-2026,auditoria-novos-polos-seguranca-presente-2026,Auditoria sobre novos polos do Segurança Presente em 2026,denuncia/irregularidade,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Auditoria revela planos para 28 novos polos do Segurança Presente em 2026; endereços foram recomendados por deputados
aumento-arrombamentos-furtos-centro-rio-2023,aumento-arrombamentos-furtos-centro-rio-2023,Aumento de arrombamentos e furtos no Centro do Rio,violencia/crime,Centro do Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Mais um prédio é alvo de mais um ‘mendigo arrombador’ no Centro do Rio
aumento-assaltos-bancas-jornais-niteroi-2025,aumento-assaltos-bancas-jornais-niteroi-2025,Aumento de assaltos a bancas de jornais em Niterói,violencia/crime,Niterói,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Donos de bancas de jornais de Niterói reclamam de assaltos frequentes
aumento-assaltos-zona-sul-rio-2025,aumento-assaltos-zona-sul-rio-2025,Aumento de assaltos na Zona Sul do Rio de Janeiro,violencia/crime,"Zona Sul, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Orla e passagens subterrâneas concentram os assaltos na Zona Sul
aumento-criminalidade-populacao-rua-rio-2023,aumento-criminalidade-populacao-rua-rio-2023,Aumento da criminalidade entre a população de rua no Rio de Janeiro,violencia/crime,"Copacabana, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Especialistas alertam sobre toda uma nova geração morando na rua
aumento-furtos-celular-centro-rio-2022,aumento-furtos-celular-centro-rio-2022,Aumento de 200% nos furtos de celular no Centro do Rio de Janeiro em 2022,violencia/crime,Centro do Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,"Furtos de celular, no Centro do Rio, registram aumento de 200%, segundo Instituto de Segurança Pública"
aumento-furtos-roubos-celulares-petropolis-2025,aumento-furtos-roubos-celulares-petropolis-2025,Aumento de furtos e roubos de celulares em Petrópolis,violencia/crime,Petrópolis,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Petrópolis registra aumento de furtos e roubos de celulares
aumento-recursos-operacao-seguranca-presente-2020,aumento-recursos-operacao-seguranca-presente-2020,Aumento de recursos da Operação Segurança Presente sem redução da violência,resultado/indicador,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,"Operação Segurança Presente ampliou seus recursos em 300%, mas violência não diminuiu, aponta relatório"
aumento-roubos-centro-rio-2025,aumento-roubos-centro-rio-2025,Aumento de roubos no Centro do Rio e críticas ao Segurança Presente,violencia/crime,Centro do Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Segurança Presente não contém crimes no Centro do Rio: bancas arrombadas e 4 mil casos em setembro
aumento-violencia-menores-rua-da-assembleia-2021,aumento-violencia-menores-rua-da-assembleia-2021,Aumento da violência por menores de rua na Rua da Assembléia,violencia/crime,"Rua da Assembléia, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,"Menores de rua furtam, ameaçam e atiram pedras na Rua da Assembléia"
briga-ambulantes-aterro-flamengo-2025,briga-ambulantes-aterro-flamengo-2025,Briga entre ambulantes no Aterro do Flamengo termina com esfaqueamento,violencia/crime,Aterro do Flamengo,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Briga por preço de água de coco no Aterro termina com ambulante esfaqueado
briga-torcedores-lemecopa-sul-americana-2026,briga-torcedores-lemecopa-sul-americana-2026,Briga entre torcedores argentinos e brasileiros na Praia do Leme,violencia/crime,"Praia do Leme, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Leme vira palco de briga entre argentinos e brasileiros horas antes de Vasco x Barracas
briga-vendedores-coco-flamengo-2025,briga-vendedores-coco-flamengo-2025,Briga entre vendedores de coco no Aterro do Flamengo,violencia/crime,"Flamengo, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Briga entre vendedores por preço de coco deixa um ferido e outro preso no Flamengo
cancelamento-ensaio-porto-da-pedra-2025,cancelamento-ensaio-porto-da-pedra-2025,Cancelamento do último ensaio de rua da Porto da Pedra por falta de verba,outro,São Gonçalo,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Porto da Pedra cancela último ensaio de rua por falta de repasse de verba da prefeitura de São Gonçalo
casal-preso-ataque-policiais-seguranca-presente-cinelandia-2025,casal-preso-ataque-policiais-seguranca-presente-cinelândia-2025,Casal preso após atacar policiais do Segurança Presente na Cinelândia,prisao/apreensao,"Cinelândia, Centro do Rio",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Vídeo: casal é preso após atacar policiais do Segurança Presente na Cinelândia
choque-de-ordem-cinelandia-2026,choque-de-ordem-cinelândia-2026,Pedido de choque de ordem na Cinelândia devido ao aumento de assaltos,gestao/administracao,"Cinelândia, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Câmara do Rio pede choque de ordem na Cinelândia devido ao aumento de assaltos
citacao-alexandre-de-moraes-seguranca-presente-alerj-2024,citacao-alexandre-de-moraes-seguranca-presente-alerj-2024,Citação de Alexandre de Moraes e críticas ao Segurança Presente na Alerj,gestao/administracao,"Alerj, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Deputado Vitor Junior cita Alexandre de Moraes na Alerj e fica mal com colegas
comparacao-forca-municipal-seguranca-presente-2025,comparacao-forca-municipal-seguranca-presente-2025,Comparação entre Força Municipal e Segurança Presente gera polêmica na Câmara,gestao/administracao,Câmara Municipal do Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,“Prefeitinho” irrita Rogério Amorim ao comparar Força Municipal de Paes ao Segurança Presente
compromisso-martha-rocha-seguranca-grande-meier-2020,compromisso-martha-rocha-seguranca-grande-meier-2020,Compromisso de Martha Rocha para melhorar serviços e segurança no Grande Méier,gestao/administracao,"Grande Méier, Rio de Janeiro",1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Martha Rocha fala sobre compromisso para melhorar serviços no Grande Méier
concurso-seguranca-presente-requisitos-diferentes-sexos-2025,concurso-seguranca-presente-requisitos-diferentes-sexos-2025,Concurso Segurança Presente com requisitos diferentes entre sexos,gestao/administracao,Rio de Janeiro,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Concurso Segurança Presente tem requisitos diferentes entre sexos - Folha Dirigida
condenacao-presidente-camara-japeri-2026,condenacao-presidente-camara-japeri-2026,Condenação do presidente da Câmara de Japeri por porte ilegal de arma,denuncia/irregularidade,Japeri,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Presidente da Câmara de Japeri é condenado por porte ilegal de arma
condenacao-rogerinho-rr-2026,condenacao-rogerinho-rr-2026,Condenação de Rogerinho da RR por porte ilegal de arma e uso de documento falso,denuncia/irregularidade,Japeri,1,1,-1.0,-1.0,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0,1,Flávio Valle e Rosa Fernandes defendem Daniel Soranz após ataque na Câmara
